,customers_id,recêncy,first_purchase,frequency,amount
9769,143020,2009,2009,1,10.0
9770,143030,2,2009,5,83.0
9771,143040,1491,2009,2,25.0
9772,143050,2009,2009,1,10.0
9773,143060,1269,2009,3,45.0
9774,143070,209,2009,3,26.666666666666668
9775,143090,2009,2009,1,10.0
9776,143100,2009,2009,1,30.0
9777,143110,2009,2009,1,75.0
9778,143120,2009,2009,1,12.0
9779,143130,463,2009,2,50.0
9780,143140,1359,2009,4,25.0
9781,143150,344,2009,3,36.666666666666664
9782,143160,2009,2009,1,15.0
9783,143170,930,2009,2,20.0
9784,143180,1920,2009,2,27.5
9785,143190,2009,2009,1,50.0
9786,143200,63,1491,4,30.0
9787,143220,34,2004,6,101.66666666666667
9788,143230,1096,2004,4,100.0
9789,143240,2004,2004,1,30.0
9790,143250,2004,2004,1,25.0
9791,143260,71,2004,6,375.0
9792,143270,2004,2004,1,20.0
9793,143280,2004,2004,1,50.0
9794,143290,794,2004,2,25.0
9795,143300,1473,2004,2,25.0
9796,143310,2004,2004,1,50.0
9797,143320,3,2004,8,27.75
9798,143330,2004,2004,1,30.0
9799,143340,2004,2004,1,60.0
9800,143350,2004,2004,1,40.0
9801,143360,2004,2004,1,25.0
9802,143370,1871,2004,2,27.5
9803,143380,225,2004,5,36.0
9804,143390,1275,2004,3,26.666666666666668
9805,143400,2004,2004,1,35.0
9806,143410,2004,2004,1,20.0
9807,143420,2004,2004,1,15.0
9808,143440,2004,2004,1,50.0
9809,143460,2004,2004,1,30.0
9810,143470,1161,2004,2,57.5
9811,143480,1107,1981,3,21.666666666666668
9812,143500,1429,2004,7,250.0
9813,143520,2,2003,7,157.14285714285714
9814,143540,2002,2002,1,10.0
9815,143550,2002,2002,1,20.0
9816,143560,2002,2002,1,40.0
9817,143570,2002,2002,1,10.0
9818,143580,281,2002,3,43.333333333333336
9819,143590,1743,2002,2,45.0
9820,143600,1387,2002,3,43.333333333333336
9821,143610,1513,2002,2,30.0
9822,143620,798,2002,2,35.0
9823,143630,2002,2002,1,25.0
9824,143640,92,2002,2,35.0
9825,143650,1470,2002,2,50.0
9826,143660,2002,2002,1,15.0
9827,143670,2002,2002,1,10.0
9828,143680,2002,2002,1,30.0
9829,143690,402,2002,4,35.0
9830,143700,2002,2002,1,35.0
9831,143710,2002,2002,1,20.0
9832,143720,2002,2002,1,15.0
9833,143730,2002,2002,1,20.0
9834,143740,855,2002,3,18.333333333333332
9835,143750,1190,2002,2,50.0
9836,143760,1104,2002,2,30.0
9837,143770,1897,2002,2,20.0
9838,143780,1476,2002,3,55.0
9839,143790,2002,2002,1,25.0
9840,143800,1750,2002,2,45.0
9841,143820,199,1983,6,45.0
9842,143830,1996,1996,1,40.0
9843,143840,1996,1996,1,25.0
9844,143850,1827,1996,2,10.0
9845,143870,1996,1996,1,20.0
9846,143890,134,1996,6,21.666666666666668
9847,143900,286,1996,11,55.45454545454545
9848,143910,1996,1996,1,30.0
9849,143920,1996,1996,1,40.0
9850,143930,1996,1996,1,50.0
9851,143940,1623,1996,3,76.66666666666667
9852,143950,30,1476,5,147.0
9853,143960,1996,1996,1,50.0
9854,143970,1996,1996,1,30.0
9855,143980,1996,1996,1,30.0
9856,143990,1996,1996,1,20.0
9857,144000,1996,1996,1,25.0
9858,144010,55,1996,11,49.09090909090909
9859,144020,1996,1996,1,20.0
9860,144030,192,1996,6,38.333333333333336
9861,144040,1401,1996,3,50.0
9862,144050,1996,1996,1,10.0
9863,144060,1996,1996,1,75.0
9864,144070,1996,1996,1,100.0
9865,144080,1996,1996,1,20.0
9866,144090,1535,1729,2,100.0
9867,144100,1830,1996,2,30.0
9868,144110,13,1996,9,37.77777777777778
9869,144120,1996,1996,1,20.0
9870,144130,1996,1996,1,10.0
9871,144140,252,1991,6,55.0
9872,144150,1991,1991,1,50.0
9873,144190,1990,1990,1,30.0
9874,144200,1990,1990,1,30.0
9875,144210,1990,1990,1,25.0
9876,144220,57,1990,7,38.57142857142857
9877,144230,1990,1990,1,15.0
9878,144240,1486,1990,3,50.0
9879,144250,1990,1990,1,20.0
9880,144260,1990,1990,1,20.0
9881,144270,1097,1990,3,16.666666666666668
9882,144280,1990,1990,1,20.0
9883,144290,58,1990,15,28.666666666666668
9884,144300,1990,1990,1,40.0
9885,144310,177,1990,6,23.333333333333332
9886,144320,1990,1990,1,50.0
9887,144330,1280,1990,4,22.5
9888,144340,1990,1990,1,20.0
9889,144350,1273,1990,3,46.666666666666664
9890,144360,1990,1990,1,40.0
9891,144370,1275,1990,3,26.666666666666668
9892,144380,1097,1990,2,50.0
9893,144390,1638,1990,2,30.0
9894,144400,1990,1990,1,15.0
9895,144420,1990,1990,1,30.0
9896,144430,6,1990,3,30.0
9897,144450,1988,1988,1,30.0
9898,144460,814,1988,3,20.0
9899,144470,731,1988,3,26.666666666666668
9900,144480,1988,1988,1,20.0
9901,144490,1399,1988,3,158.33333333333334
9902,144500,1988,1988,1,20.0
9903,144510,1988,1988,1,30.0
9904,144520,3,1988,10,394.0
9905,144530,1,1988,4,15.0
9906,144540,1988,1988,1,30.0
9907,144550,1988,1988,1,20.0
9908,144560,370,1988,4,26.25
9909,144570,289,1988,3,30.0
9910,144580,1988,1988,1,20.0
9911,144590,2,1988,6,48.333333333333336
9912,144600,1988,1988,1,50.0
9913,144610,1,1988,18,944.4444444444445
9914,144620,1984,1984,1,30.0
9915,144630,1476,1983,2,50.0
9916,144640,31,1983,8,21.25
9917,144650,1983,1983,1,50.0
9918,144660,1983,1983,1,15.0
9919,144670,770,1983,4,50.0
9920,144680,1983,1983,1,50.0
9921,144690,1378,1983,3,20.0
9922,144700,1983,1983,1,10.0
9923,144710,1983,1983,1,10.0
9924,144720,1983,1983,1,40.0
9925,144730,1983,1983,1,30.0
9926,144740,1983,1983,1,40.0
9927,144760,1,1981,6,23.333333333333332
9928,144770,755,1981,4,92.5
9929,144780,755,1981,4,33.75
9930,144790,1981,1981,1,15.0
9931,144800,122,1981,6,27.5
9932,144810,1275,1981,3,33.333333333333336
9933,144820,1,1981,7,55.0
9934,144830,1981,1981,1,10.0
9935,144840,1981,1981,1,100.0
9936,144850,1981,1981,1,40.0
9937,144860,1981,1981,1,20.0
9938,144870,1981,1981,1,50.0
9939,144880,1981,1981,1,20.0
9940,144890,1981,1981,1,15.0
9941,144900,1981,1981,1,40.0
9942,144910,289,1981,4,30.0
9943,144920,1981,1981,1,30.0
9944,144930,1981,1981,1,50.0
9945,144940,1981,1981,1,100.0
9946,144950,1976,1976,1,40.0
9947,144960,311,1976,3,36.666666666666664
9948,144970,463,1976,5,170.0
9949,144980,1976,1976,1,40.0
9950,144990,1470,1976,3,20.0
9951,145000,1462,1976,2,30.0
9952,145010,1976,1976,1,20.0
9953,145020,1976,1976,1,40.0
9954,145030,1338,1976,3,40.0
9955,145050,1190,1493,2,50.0
9956,145060,1976,1976,1,100.0
9957,145090,1953,1953,1,40.0
9958,145110,1974,1974,1,20.0
9959,145120,31,1974,5,57.0
9960,145130,1974,1974,1,35.0
9961,145140,1974,1974,1,40.0
9962,145150,1974,1974,1,20.0
9963,145160,199,1974,17,16.470588235294116
9964,145170,409,1974,2,30.0
9965,145180,1462,1974,2,25.0
9966,145190,1974,1974,1,40.0
9967,145200,1974,1974,1,25.0
9968,145250,1462,1974,2,25.0
9969,145260,42,1969,5,81.0
9970,145270,1969,1969,1,40.0
9971,145280,1029,1969,2,40.0
9972,145290,1528,1969,2,40.0
9973,145300,13,1969,7,20.0
9974,145310,1969,1969,1,50.0
9975,145320,1969,1969,1,25.0
9976,145330,1969,1969,1,50.0
9977,145340,1,1969,5,40.0
9978,145350,381,1969,5,13.0
9979,145360,1969,1969,1,50.0
9980,145370,798,1969,3,16.666666666666668
9981,145380,1969,1969,1,30.0
9982,145400,688,1967,2,27.5
9983,145410,1967,1967,1,40.0
9984,145430,1967,1967,1,50.0
9985,145440,1338,1967,5,43.0
9986,145450,3,1967,9,105.55555555555556
9987,145460,1252,1967,2,27.5
9988,145470,1470,1967,3,10.0
9989,145480,1967,1967,1,25.0
9990,145490,1962,1962,1,20.0
9991,145500,1962,1962,1,20.0
9992,145550,1962,1962,1,50.0
9993,145560,366,1962,3,46.666666666666664
9994,145570,272,1962,5,15.0
9995,145580,1491,1962,2,19.5
9996,145590,1,1962,2,20.0
9997,145600,1962,1962,1,40.0
9998,145610,1962,1962,1,40.0
9999,145620,1962,1962,1,30.0
10000,145630,1197,1962,2,15.0
10001,145640,1378,1960,2,20.0
10002,145650,1960,1960,1,25.0
10003,145660,290,1960,4,55.0
10004,145700,770,1827,3,50.0
10005,145810,666,666,1,2000.0
10006,145820,1955,1955,1,50.0
10007,145830,1710,1955,2,30.0
10008,145840,1955,1955,1,15.0
10009,145850,15,1955,5,16.0
10010,145860,618,1955,2,27.5
10011,145870,1955,1955,1,15.0
10012,145890,142,1955,2,30.0
10013,145900,211,1955,4,62.5
10014,146020,1953,1953,1,30.0
10015,146030,1941,1953,2,40.0
10016,146040,279,1953,6,55.833333333333336
10017,146050,731,1953,5,135.0
10018,146060,1953,1953,1,30.0
10019,146070,1953,1953,1,40.0
10020,146080,1953,1953,1,30.0
10021,146090,884,1953,4,25.0
10022,146130,295,1948,4,45.0
10023,146140,1948,1948,1,50.0
10024,146150,1948,1948,1,15.0
10025,146160,1948,1948,1,80.0
10026,146170,1948,1948,1,30.0
10027,146180,1948,1948,1,45.0
10028,146190,1096,1948,3,188.33333333333334
10029,146200,100,1948,6,42.5
10030,146210,1948,1948,1,20.0
10031,146250,1946,1946,1,20.0
10032,146260,1946,1946,1,25.0
10033,146270,1946,1946,1,30.0
10034,146280,28,1946,4,37.5
10035,146290,1470,1946,2,20.0
10036,146300,1946,1946,1,30.0
10037,146310,239,1946,6,61.666666666666664
10038,146320,1946,1946,1,50.0
10039,146330,1946,1946,1,20.0
10040,146380,1946,1946,1,30.0
10041,146390,1941,1941,1,100.0
10042,146400,1941,1941,1,50.0
10043,146410,321,1941,6,15.0
10044,146420,1941,1941,1,40.0
10045,146430,1941,1941,1,40.0
10046,146440,1941,1941,1,40.0
10047,146450,22,1941,6,68.33333333333333
10048,146460,419,1941,2,40.0
10049,146470,62,1941,4,66.25
10050,146500,1743,1939,2,15.0
10051,146510,58,1939,6,36.666666666666664
10052,146520,1939,1939,1,30.0
10053,146530,3,1939,11,79.0909090909091
10054,146540,1939,1939,1,20.0
10055,146550,1359,1939,5,34.0
10056,146560,290,1939,6,100.0
10057,146570,1939,1939,1,40.0
10058,146580,1939,1939,1,100.0
10059,146610,1939,1939,1,30.0
10060,146620,1491,1939,2,20.0
10061,146630,1939,1939,1,30.0
10062,146640,1934,1934,1,20.0
10063,146660,637,1934,5,55.0
10064,146670,1185,1934,4,57.5
10065,146680,1934,1934,1,10.0
10066,146690,1934,1934,1,50.0
10067,146700,1934,1934,1,50.0
10068,146710,343,1934,5,26.0
10069,146720,1934,1934,1,50.0
10070,146730,34,1934,10,23.0
10071,146740,104,1934,15,34.0
10072,146750,464,1934,3,60.0
10073,146760,1934,1934,1,15.0
10074,146770,1934,1934,1,40.0
10075,146780,604,1934,6,47.5
10076,146790,1120,1934,3,30.0
10077,146800,1934,1934,1,20.0
10078,146810,1934,1934,1,50.0
10079,146820,835,1934,3,55.0
10080,146830,1155,1934,5,32.0
10081,146840,1766,1934,2,50.0
10082,146850,819,1934,3,23.333333333333332
10083,146860,1934,1934,1,50.0
10084,146880,1934,1934,1,15.0
10085,146930,731,1934,4,52.5
10086,146940,1096,1934,3,26.666666666666668
10087,146950,1934,1934,1,60.0
10088,146960,85,1932,15,50.0
10089,146970,56,1932,9,477.77777777777777
10090,146980,1932,1932,1,30.0
10091,146990,1932,1932,1,30.0
10092,147000,1932,1932,1,25.0
10093,147010,1932,1932,1,20.0
10094,147020,1675,1932,2,25.0
10095,147030,1932,1932,1,10.0
10096,147040,1161,1932,3,35.0
10097,147050,1932,1932,1,30.0
10098,147060,1932,1932,1,30.0
10099,147070,62,1932,7,30.0
10100,147080,842,1932,4,40.0
10101,147090,1570,1932,2,60.0
10102,147100,611,1932,3,26.666666666666668
10103,147110,65,1928,7,107.14285714285714
10104,147120,343,1928,5,15.0
10105,147130,1875,1875,1,100.0
10106,147160,1071,1927,4,100.0
10107,147170,176,1927,6,114.33333333333333
10108,147180,1927,1927,1,50.0
10109,147190,1610,1927,2,35.0
10110,147200,1673,1927,2,50.0
10111,147210,1927,1927,1,20.0
10112,147220,1927,1927,1,100.0
10113,147230,1927,1927,1,10.0
10114,147240,1927,1927,1,30.0
10115,147260,1926,1926,1,20.0
10116,147270,1926,1926,1,50.0
10117,147280,766,1926,2,100.0
10118,147360,1918,1918,1,30.0
10119,147370,1925,1925,1,30.0
10120,147380,1486,1486,1,50.0
10121,147400,85,1925,6,45.0
10122,147410,1128,1925,3,76.66666666666667
10123,147420,154,1925,6,18.333333333333332
10124,147440,1925,1925,1,50.0
10125,147450,1925,1925,1,50.0
10126,147460,1925,1925,1,100.0
10127,147470,1925,1925,1,50.0
10128,147480,387,1925,6,19.166666666666668
10129,147490,1925,1925,1,60.0
10130,147500,1925,1925,1,40.0
10131,147510,234,1925,7,1300.0
10132,147590,1920,1920,1,40.0
10133,147600,37,1920,6,24.166666666666668
10134,147610,1498,1911,2,202.5
10135,147620,1920,1920,1,30.0
10136,147630,8,1920,5,340.0
10137,147640,1190,1920,4,14.25
10138,147650,1920,1920,1,35.0
10139,147660,1920,1920,1,20.0
10140,147670,1906,1906,1,50.0
10141,147680,1827,1920,2,50.0
10142,147690,1568,1920,3,55.0
10143,147700,1920,1920,1,2000.0
10144,147780,1540,1918,2,100.0
10145,147790,982,1918,7,19.285714285714285
10146,147800,1918,1918,1,30.0
10147,147810,147,1918,6,48.333333333333336
10148,147820,24,1918,9,58.888888888888886
10149,147830,1190,1918,3,38.333333333333336
10150,147840,451,1918,5,58.0
10151,147890,167,1913,5,29.0
10152,147900,1430,1913,3,26.666666666666668
10153,147910,1913,1913,1,40.0
10154,147920,1913,1913,1,20.0
10155,147930,1359,1913,3,51.666666666666664
10156,147940,1139,1913,3,76.66666666666667
10157,147950,157,1913,3,60.0
10158,147960,1913,1913,1,100.0
10159,147970,1623,1623,1,100.0
10160,147990,1911,1911,1,20.0
10161,148000,1911,1911,1,30.0
10162,148010,1598,1911,2,27.5
10163,148020,1911,1911,1,10.0
10164,148030,1465,1911,2,30.0
10165,148040,1486,1911,2,30.0
10166,148050,244,1911,7,45.0
10167,148060,1911,1911,1,30.0
10168,148110,293,1906,6,40.833333333333336
10169,148130,1906,1906,1,20.0
10170,148140,1906,1906,1,20.0
10171,148150,71,1906,7,10.714285714285714
10172,148160,436,1906,2,47.5
10173,148170,1280,1906,3,50.0
10174,148180,1906,1906,1,20.0
10175,148190,45,1906,6,46.666666666666664
10176,148200,1906,1906,1,150.0
10177,148210,62,1906,5,30.0
10178,148220,1463,1906,2,22.5
10179,148240,731,731,1,30.0
10180,148250,1906,1906,1,57.9
10181,148260,1750,1904,3,28.333333333333332
10182,148270,1904,1904,1,100.0
10183,148280,1533,1904,2,30.0
10184,148290,1904,1904,1,50.0
10185,148300,198,1904,6,26.666666666666668
10186,148310,427,1904,2,37.5
10187,148340,693,1899,5,80.0
10188,148350,1899,1899,1,30.0
10189,148360,339,1899,5,20.0
10190,148380,798,1899,2,75.0
10191,148390,1899,1899,1,20.0
10192,148400,993,1899,3,30.0
10193,148440,1897,1897,1,50.0
10194,148450,34,1897,6,22.5
10195,148460,1897,1897,1,20.0
10196,148480,1897,1897,1,30.0
10197,148490,1897,1897,1,75.0
10198,148580,1892,1892,1,50.0
10199,148600,34,1892,6,30.0
10200,148630,1892,1892,1,10.0
10201,148640,1892,1892,1,30.0
10202,148680,1,1890,5,100.0
10203,148690,1247,1890,3,100.0
10204,148700,1097,1884,3,33.333333333333336
10205,148710,1884,1884,1,20.0
10206,148720,290,1884,6,35.0
10207,148730,1703,1884,2,30.0
10208,148770,115,1428,4,127.5
10209,148790,1563,1884,2,20.0
10210,148800,1884,1884,1,554.32
10211,148810,1884,1884,1,20.0
10212,148820,366,1884,4,95.0
10213,148830,1884,1884,1,150.0
10214,148840,1500,1884,2,150.0
10215,148860,71,1883,6,30.0
10216,148870,1883,1883,1,50.0
10217,148900,419,419,1,60.0
10218,148920,1875,1875,1,50.0
10219,148940,463,1875,2,25.0
10220,148950,1486,1875,2,20.0
10221,148960,1875,1875,1,20.0
10222,148970,1507,1875,2,425.0
10223,148980,98,1875,11,30.0
10224,148990,1875,1875,1,30.0
10225,149000,57,1875,3,65.0
10226,149010,1177,1875,3,93.33333333333333
10227,149020,1875,1875,1,20.0
10228,149030,1875,1875,1,60.0
10229,149040,1875,1875,1,50.0
10230,149060,1875,1875,1,40.0
10231,149070,22,1875,5,18.0
10232,149090,1,1872,7,35.714285714285715
10233,149110,391,1872,5,260.0
10234,149140,31,755,3,50.0
10235,149190,1247,1871,3,23.333333333333332
10236,149200,604,1871,9,45.0
10237,149210,44,1871,12,20.416666666666668
10238,149220,174,1871,2,40.0
10239,149230,1871,1871,1,100.0
10240,149240,906,1871,4,40.0
10241,149250,1871,1871,1,30.0
10242,149260,118,1871,6,71.66666666666667
10243,149270,1357,1871,3,51.666666666666664
10244,149300,427,1869,5,31.0
10245,149310,1869,1869,1,15.0
10246,149320,1630,1869,2,5.0
10247,149330,1477,1869,2,10.0
10248,149340,153,1869,10,340.0
10249,149350,793,1869,4,125.0
10250,149360,1098,1869,2,50.0
10251,149370,1869,1869,1,100.0
10252,149380,1869,1869,1,60.0
10253,149390,427,427,1,100.0
10254,149410,1869,1869,1,550.0
10255,149420,1869,1869,1,50.0
10256,149430,1869,1869,2,25.0
10257,149450,3,1864,4,72.5
10258,149470,1155,1864,3,15.0
10259,149500,30,1864,5,54.0
10260,149510,1554,1864,2,30.0
10261,149530,1491,1864,2,10.0
10262,149550,623,1864,2,17.5
10263,149560,1864,1864,1,15.0
10264,149570,798,1864,4,69.5
10265,149580,28,1864,5,140.0
10266,149600,1493,1864,2,100.0
10267,149610,34,1864,5,38.0
10268,149620,1864,1864,1,30.0
10269,149630,34,1864,6,35.0
10270,149640,1862,1862,1,10.0
10271,149650,1520,1862,2,50.0
10272,149660,15,1862,6,33.333333333333336
10273,149670,1862,1862,1,30.0
10274,149680,1862,1862,1,30.0
10275,149690,1862,1862,1,50.0
10276,149700,1862,1862,1,100.0
10277,149710,1540,1862,2,15.0
10278,149720,611,1862,3,36.666666666666664
10279,149730,1640,1862,2,30.0
10280,149740,1619,1862,2,10.0
10281,149750,1470,1862,2,50.0
10282,149760,1336,1336,1,50.0
10283,149790,1549,1857,2,35.0
10284,149810,1857,1857,1,40.0
10285,149820,1857,1857,1,40.0
10286,149830,1857,1857,1,50.0
10287,149840,157,1857,11,140.9090909090909
10288,149850,48,1857,6,53.333333333333336
10289,149860,1857,1857,1,50.0
10290,149870,10,1857,6,152.5
10291,149880,1857,1857,1,20.0
10292,149900,1473,1857,2,25.0
10293,149910,1310,1857,2,40.0
10294,149930,1856,1856,1,50.0
10295,149940,1856,1856,1,50.0
10296,149950,1668,1856,2,55.0
10297,149960,1855,1855,1,20.0
10298,149970,1855,1855,1,40.0
10299,149980,101,1855,4,70.0
10300,149990,1855,1855,1,50.0
10301,150000,1855,1855,1,30.0
10302,150010,1855,1855,2,30.0
10303,150020,1494,1855,2,15.0
10304,150030,9,1855,3,31.666666666666668
10305,150040,1511,1511,1,60.0
10306,150050,427,1854,2,50.0
10307,150060,1854,1854,1,50.0
10308,150070,1071,1854,3,30.0
10309,150080,1854,1854,1,30.0
10310,150100,58,1854,3,48.333333333333336
10311,150120,1851,1851,1,20.0
10312,150130,1310,1851,3,16.666666666666668
10313,150140,1851,1851,1,50.0
10314,150150,1851,1851,1,50.0
10315,150160,1851,1851,1,20.0
10316,150170,738,1851,3,90.0
10317,150180,3,1850,10,28.0
10318,150190,1850,1850,1,20.0
10319,150200,1850,1850,1,30.0
10320,150210,1850,1850,1,40.0
10321,150220,1850,1850,1,100.0
10322,150230,1850,1850,1,30.0
10323,150240,1,1850,3,58.333333333333336
10324,150250,1850,1850,1,30.0
10325,150260,1850,1850,1,30.0
10326,150270,1850,1850,1,20.0
10327,150280,1126,1850,3,16.666666666666668
10328,150290,1097,1850,3,45.0
10329,150300,17,1850,6,225.0
10330,150310,1850,1850,1,30.0
10331,150320,24,1848,6,64.16666666666667
10332,150330,3,1848,21,95.95238095238095
10333,150340,1610,1848,2,35.0
10334,150350,1134,1848,3,30.0
10335,150360,1848,1848,1,100.0
10336,150370,1210,1848,3,590.0
10337,150380,1143,1848,3,26.666666666666668
10338,150390,17,1848,6,78.33333333333333
10339,150410,366,1848,5,44.0
10340,150420,1848,1848,1,20.0
10341,150440,1,1848,6,73.33333333333333
10342,150450,1577,1848,2,45.0
10343,150470,1717,1848,2,15.0
10344,150480,1303,1303,1,15.0
10345,150570,1843,1843,1,20.0
10346,150580,1556,1843,2,27.5
10347,150590,1843,1843,1,30.0
10348,150600,8,1843,6,31.666666666666668
10349,150610,464,1843,6,14.166666666666666
10350,150620,1843,1843,1,10.0
10351,150630,1147,1843,3,66.66666666666667
10352,150640,8,1843,8,58.75
10353,150650,1843,1843,1,20.0
10354,150660,1,1843,6,50.0
10355,150670,1,1843,4,35.0
10356,150680,1843,1843,1,30.0
10357,150700,1,1843,8,252.5
10358,150710,13,1843,6,96.66666666666667
10359,150720,188,1843,6,25.833333333333332
10360,150730,23,1843,4,35.0
10361,150740,287,1843,2,25.0
10362,150750,1843,1843,1,15.0
10363,150760,1843,1843,1,25.0
10364,150770,1843,1843,1,50.0
10365,150780,437,1843,5,140.0
10366,150800,1842,1842,1,10.0
10367,150810,1268,1842,2,30.0
10368,150820,1,1842,11,25.0
10369,150830,8,1462,5,60.0
10370,150850,1126,1842,3,150.0
10371,150890,643,1675,5,300.0
10372,150900,3,1841,6,48.333333333333336
10373,150910,1273,1841,3,31.666666666666668
10374,150920,1,1841,8,343.125
10375,150930,1841,1841,1,10.0
10376,150940,62,1841,5,40.0
10377,150950,1841,1841,1,50.0
10378,150960,9,1841,6,38.333333333333336
10379,150970,1273,1841,3,30.0
10380,150980,13,1841,6,35.833333333333336
10381,150990,1841,1841,1,50.0
10382,151010,1840,1840,1,20.0
10383,151020,1837,1840,2,10.0
10384,151030,1840,1840,1,20.0
10385,151050,1840,1840,1,16.0
10386,151060,1840,1840,1,20.0
10387,151070,1840,1840,1,50.0
10388,151080,1197,1840,3,43.333333333333336
10389,151090,1840,1840,1,10.0
10390,151100,731,1837,4,50.0
10391,151110,437,1837,5,8.0
10392,151120,3,1837,3,28.333333333333332
10393,151130,1160,1837,2,15.0
10394,151140,731,1837,4,27.5
10395,151160,1837,1837,1,10.0
10396,151170,1722,1837,2,45.0
10397,151190,1837,1837,1,20.0
10398,151210,399,1836,6,95.0
10399,151220,1837,1837,1,20.0
10400,151240,1836,1836,1,50.0
10401,151250,1462,1836,2,137.5
10402,151260,1836,1836,1,40.0
10403,151270,1470,1836,2,50.0
10404,151280,1836,1836,1,50.0
10405,151290,17,1836,6,21.666666666666668
10406,151300,1470,1836,2,50.0
10407,151310,1478,1836,2,40.0
10408,151320,1836,1836,1,30.0
10409,151340,1099,1836,2,100.0
10410,151350,31,1836,6,68.33333333333333
10411,151380,1836,1836,1,50.0
10412,151390,1836,1836,1,100.0
10413,151400,755,1493,3,20.0
10414,151410,37,1834,4,42.5
10415,151430,1834,1834,1,100.0
10416,151440,731,1462,3,58.333333333333336
10417,151450,22,1832,6,30.0
10418,151460,1470,1832,2,20.0
10419,151470,13,1832,5,46.0
10420,151490,1832,1832,1,10.0
10421,151500,379,1832,2,50.0
10422,151510,731,1832,4,52.5
10423,151520,380,1832,5,120.0
10424,151530,1832,1832,1,50.0
10425,151540,386,1832,4,41.25
10426,151550,367,1832,5,50.0
10427,151570,1830,1830,1,120.0
10428,151590,1830,1830,1,30.0
10429,151600,1830,1830,1,30.0
10430,151610,1104,1830,3,33.333333333333336
10431,151630,1497,1829,2,57.5
10432,151640,9,1829,6,60.0
10433,151650,1829,1829,1,60.0
10434,151670,1096,1096,1,10.0
10435,151680,160,1827,9,133.33333333333334
10436,151690,6,1827,6,141.66666666666666
10437,151700,1113,1827,2,30.0
10438,151710,1,1827,6,94.16666666666667
10439,151720,1827,1827,1,50.0
10440,151730,2,1827,5,100.0
10441,151740,17,1827,6,100.0
10442,151750,1547,1827,2,62.5
10443,151760,1827,1827,1,100.0
10444,151770,24,1827,5,68.0
10445,151780,1827,1827,1,20.0
10446,151790,31,1827,16,24.6875
10447,151800,31,1827,5,86.0
10448,151810,15,1827,6,104.16666666666667
10449,151820,2,1827,6,38.333333333333336
10450,151830,15,1827,6,23.333333333333332
10451,151840,1473,1827,2,20.0
10452,151860,1827,1827,1,100.0
10453,151870,381,1827,6,24.166666666666668
10454,151890,41,1827,7,62.142857142857146
10455,151900,13,1476,5,52.0
10456,151910,9,1476,5,130.0
10457,151920,1267,1470,2,50.0
10458,151970,324,681,2,50.0
10459,152010,1827,1827,1,15.0
10460,152020,1827,1827,1,35.0
10461,152030,1493,1827,2,45.0
10462,152040,1827,1827,1,50.0
10463,152050,1470,1827,3,60.0
10464,152060,1623,1827,2,35.0
10465,152070,1827,1827,1,50.0
10466,152080,1827,1827,1,30.0
10467,152090,798,1827,2,25.0
10468,152100,1827,1827,1,30.0
10469,152110,1827,1827,1,50.0
10470,152120,731,1827,4,38.75
10471,152130,1827,1827,1,150.0
10472,152140,2,1827,11,16.818181818181817
10473,152150,324,1827,5,25.0
10474,152160,31,1827,6,30.0
10475,152170,16,1827,6,110.0
10476,152180,115,1473,5,180.0
10477,152190,1827,1827,1,35.0
10478,152200,115,1827,2,15.0
10479,152210,1462,3655,7,30.0
10480,152220,1827,1827,1,30.0
10481,152230,546,1827,3,80.0
10482,152240,1827,1827,1,30.0
10483,152250,1827,1827,1,30.0
10484,152260,1,1827,6,25.0
10485,152270,366,1827,6,21.666666666666668
10486,152280,1493,1827,2,100.0
10487,152290,11,1827,4,50.0
10488,152300,1827,1827,1,30.0
10489,152310,170,1827,2,40.0
10490,152320,1827,1827,1,30.0
10491,152330,50,1827,7,419.2857142857143
10492,152340,1827,1827,1,100.0
10493,152350,1106,1827,3,300.0
10494,152360,1827,1827,1,100.0
10495,152370,390,1827,3,250.0
10496,152390,1827,1827,1,30.0
10497,152400,1120,1827,3,116.66666666666667
10498,152410,1827,1827,2,2500.0
10499,152420,1,2192,7,364.2857142857143
10500,152430,1549,1827,2,15.0
10501,152440,1827,1827,1,30.0
10502,152450,1827,1827,1,30.0
10503,152460,1,1815,5,42.0
10504,152470,1827,1827,1,40.0
10505,152480,1815,1815,1,50.0
10506,152500,1,1827,6,108.33333333333333
10507,152510,1,1462,4,66.25
10508,152520,8,1827,6,30.0
10509,152550,1568,1568,1,50.0
10510,152570,1791,1791,1,100.0
10511,152580,1462,1827,2,55.0
10512,152590,1827,1827,1,1000.0
10513,152610,618,1813,4,32.5
10514,152620,28,1813,5,22.0
10515,152650,1827,1827,1,800.0
10516,152660,1827,1827,1,50.0
10517,152670,1813,1813,1,30.0
10518,152710,1807,1807,1,30.0
10519,152720,1561,1807,2,70.0
10520,152740,1807,1807,1,40.0
10521,152750,1807,1807,1,30.0
10522,152760,1799,1827,2,25.0
10523,152770,1282,1806,4,30.0
10524,152780,1561,1806,2,30.0
10525,152790,1022,1806,3,73.33333333333333
10526,152800,1806,1806,1,30.0
10527,152810,863,1806,4,25.0
10528,152890,1827,1827,1,60.0
10529,152900,1610,1802,2,30.0
10530,152910,267,1802,5,180.0
10531,152920,1802,1802,1,50.0
10532,152930,1063,1063,1,20.0
10533,152990,1666,1827,2,35.0
