,recêncy,frequency,amount
113520,2568,1,3.6888794541139363
113530,2568,1,3.4011973816621555
113540,2207,2,2.5257286443082556
113560,1988,4,3.2676659890376327
113570,2568,1,3.6888794541139363
113580,248,2,3.8066624897703196
113590,283,3,3.912023005428146
113600,2568,1,2.302585092994046
113610,1120,2,3.6888794541139363
113620,2568,1,2.70805020110221
113630,2568,1,2.995732273553991
113640,2568,1,2.995732273553991
113650,374,4,2.70805020110221
113660,2568,1,2.302585092994046
113670,160,4,3.2676659890376327
113680,2568,1,3.4011973816621555
113690,2568,1,3.6888794541139363
113700,2568,1,3.4011973816621555
113710,2568,1,3.6888794541139363
113720,1850,2,2.8622008809294686
113730,371,5,3.9889840465642745
113740,731,5,3.4657359027997265
113750,2053,2,2.302585092994046
113770,2568,1,2.302585092994046
113780,37,8,3.4011973816621555
113790,55,2,3.4011973816621555
113800,2,7,4.288500576663059
113810,1394,3,3.4011973816621555
113820,1465,4,4.007333185232471
113830,2044,2,2.995732273553991
113840,366,6,3.6463198396951406
113850,2228,2,3.2188758248682006
113860,2121,3,2.302585092994046
113870,289,4,3.3141860046725258
113880,2047,2,3.912023005428146
113890,2199,3,4.382026634673881
113920,2567,1,2.995732273553991
113930,2567,1,3.2188758248682006
113940,611,4,4.114963849424837
113950,385,2,3.5553480614894135
113960,2567,1,3.2188758248682006
113970,2567,1,4.0943445622221
113980,2567,1,3.6888794541139363
113990,2220,2,4.976733742420574
114000,2567,1,3.2188758248682006
114010,2567,1,2.302585092994046
114020,1841,2,4.941642422609304
114030,2564,1,3.4011973816621555
114080,2564,1,3.4011973816621555
114090,889,6,3.8781214537524646
114100,1470,2,3.1135153092103742
114110,2564,1,3.912023005428146
114120,2564,1,4.605170185988092
114130,2562,1,3.4011973816621555
114140,2562,1,3.912023005428146
114150,2562,1,4.605170185988092
114160,170,8,3.9488369785508626
114170,2562,1,7.600902459542082
114190,2562,1,2.995732273553991
114200,2562,1,5.075173815233827
114210,196,7,5.434968886508803
114230,1848,3,4.605170185988092
114250,2561,1,3.2188758248682006
114260,2219,2,2.995732273553991
114270,1,8,4.808111029984782
114280,2561,1,2.302585092994046
114290,2561,1,3.2188758248682006
114300,2561,1,2.995732273553991
114310,2561,1,3.6888794541139363
114320,2226,2,3.4011973816621555
114330,2561,1,2.70805020110221
114340,2219,2,3.912023005428146
114350,2561,1,3.2188758248682006
114360,237,6,4.917544871030244
114380,2561,1,4.0943445622221
114390,58,9,3.631721040273988
114400,1317,4,3.4011973816621555
114410,2561,1,3.6888794541139363
114420,2256,2,3.5553480614894135
114430,2561,1,3.6888794541139363
114440,2561,1,3.6888794541139363
114450,2561,1,2.302585092994046
114460,427,3,4.422848629194137
114470,2478,2,3.5553480614894135
114480,2249,2,3.2188758248682006
114490,262,4,3.657130755799356
114500,65,5,3.4965075614664802
114510,279,5,3.332204510175204
114520,1393,3,3.506557897319982
114530,2560,1,4.605170185988092
114540,2560,1,3.4011973816621555
114550,2560,1,3.6888794541139363
114560,42,5,4.605170185988092
114570,2560,1,3.912023005428146
114580,24,8,2.9639835752394106
114590,2560,1,4.605170185988092
114600,2560,1,3.912023005428146
114620,2211,2,2.5257286443082556
114630,2557,1,3.6888794541139363
114640,8,8,3.2911964864478267
114650,2557,1,2.302585092994046
114660,1475,3,3.6018680771243066
114670,2207,2,3.1135153092103742
114680,2557,1,2.302585092994046
114700,311,7,3.967592856582957
114710,2557,1,2.302585092994046
114730,2557,1,2.302585092994046
114740,2261,2,2.5649493574615367
114750,2557,1,3.6888794541139363
114760,2557,1,2.70805020110221
114790,23,7,4.425701698176543
114800,2557,1,2.995732273553991
114810,2557,1,2.302585092994046
114820,2557,1,3.4011973816621555
114830,2227,2,3.6888794541139363
114840,2557,1,3.6888794541139363
114850,1462,3,3.283414346005772
114860,2277,2,2.302585092994046
114870,2557,1,3.6888794541139363
114880,2557,1,2.70805020110221
114890,2557,1,3.912023005428146
114910,731,6,3.4011973816621555
114920,31,8,4.248495242049359
114940,1827,2,4.007333185232471
114950,2557,1,3.4011973816621555
114960,374,7,4.467548808112044
114970,366,7,4.605170185988092
114980,2194,2,2.70805020110221
114990,2228,2,3.2188758248682006
115000,15,6,3.3141860046725258
115010,8,6,3.3141860046725258
115020,2557,1,2.995732273553991
115030,2192,2,2.8622008809294686
115050,30,9,3.3440389678222067
115070,3,4,3.912023005428146
115080,2557,1,3.4011973816621555
115090,366,7,4.227875954846623
115100,1827,3,5.585999438999818
115110,1,7,3.7065790312133373
115120,2557,1,3.912023005428146
115130,464,10,5.37989735354046
115140,2557,1,2.995732273553991
115150,2557,1,3.912023005428146
115160,731,4,3.71965111278069
115170,1462,3,3.7297014486341915
115180,2557,1,4.605170185988092
115190,748,3,2.5902671654458267
115200,1399,2,3.6888794541139363
115210,2221,2,3.5553480614894135
115220,2557,1,3.6888794541139363
115230,111,7,2.959364629383116
115240,2194,2,4.31748811353631
115260,1358,5,2.772588722239781
115280,1,7,5.0106352940962555
115290,1210,4,3.624340932976365
115300,37,8,3.2911964864478267
115310,2192,2,3.8066624897703196
115320,2557,1,3.4011973816621555
115330,384,6,2.5902671654458267
115340,1827,3,4.787491742782046
115350,1,7,4.045554398052669
115360,34,5,4.248495242049359
115370,2557,1,3.912023005428146
115380,2557,1,3.2188758248682006
115390,2557,1,2.995732273553991
115400,1096,5,3.784189633918261
115410,2557,1,3.912023005428146
115420,1477,3,3.1498829533812494
115430,366,6,4.31748811353631
115440,1,7,4.660740037142902
115450,2557,1,4.0943445622221
115460,1071,10,3.3843902633457743
115470,2,7,3.912023005428146
115480,2557,1,2.70805020110221
115490,625,3,5.211305989558407
115500,420,4,3.4011973816621555
115540,2079,2,2.8622008809294686
115550,1115,3,4.75932086581535
115590,1498,3,4.605170185988092
115630,2557,1,3.4011973816621555
115640,2481,2,5.0106352940962555
115650,9,6,3.912023005428146
115660,2557,1,3.6888794541139363
115670,2557,1,4.0943445622221
115680,2557,1,3.912023005428146
115700,26,7,4.961845129926823
115710,1096,2,4.700480365792417
115720,2557,1,2.995732273553991
115730,2557,1,3.4011973816621555
115740,1848,2,5.872117789475416
115750,2387,2,5.0106352940962555
115770,1,8,3.1135153092103742
115780,2550,1,2.995732273553991
115790,2550,1,3.6888794541139363
115800,2550,1,3.4011973816621555
115810,9,8,4.932673752626544
115820,2207,2,3.1135153092103742
115830,2550,1,3.4011973816621555
115840,2550,1,2.995732273553991
115850,1055,5,3.2188758248682006
115860,287,2,4.31748811353631
115870,31,7,4.799326200429049
115880,1161,3,3.4011973816621555
115890,1096,5,3.6635616461296463
115900,2211,2,3.1135153092103742
115910,2548,1,3.6888794541139363
115920,2548,1,3.6888794541139363
115930,3,4,3.7784916128036232
115940,1486,4,3.056356895370426
115950,2548,1,2.70805020110221
115960,2547,1,2.302585092994046
115970,78,8,2.3513752571634776
115980,2547,1,2.995732273553991
115990,2547,1,2.70805020110221
116000,2547,1,3.4011973816621555
116010,2547,1,3.2188758248682006
116020,77,3,3.4011973816621555
116030,787,8,4.513602992462601
116040,1373,2,2.6026896854443837
116050,3,5,4.543294782270004
116060,2179,2,2.995732273553991
116070,2543,1,2.995732273553991
116080,272,4,3.960813169597578
116090,2543,1,1.6094379124341003
116110,2211,2,3.4011973816621555
116120,2542,1,2.70805020110221
116130,2072,2,2.70805020110221
116140,2044,2,3.2188758248682006
116150,2542,1,3.4011973816621555
116170,2197,2,3.912023005428146
116180,2542,1,1.6094379124341003
116190,1265,3,3.4011973816621555
116200,2542,1,3.2188758248682006
116220,2541,1,2.70805020110221
116230,2058,2,5.703782474656201
116240,2541,1,3.4011973816621555
116260,1892,2,2.8622008809294686
116280,1409,2,3.481240089335692
116290,2275,2,3.5553480614894135
116300,2540,1,2.302585092994046
116310,176,29,3.1399818823985375
116320,2540,1,2.995732273553991
116330,2065,2,3.6888794541139363
116340,2540,1,2.70805020110221
116370,2536,1,3.4011973816621555
116380,2207,2,3.8066624897703196
116390,2536,1,3.2188758248682006
116400,28,7,3.0975149678639333
116410,699,4,4.412798293340635
116420,1561,2,2.995732273553991
116430,1336,4,5.521460917862246
116440,1407,2,3.6888794541139363
116450,2241,2,3.8066624897703196
116460,976,4,3.657130755799356
116470,1729,2,2.302585092994046
116480,2535,1,3.6888794541139363
116490,1161,4,2.995732273553991
116500,2201,2,2.995732273553991
116510,1568,3,3.455264602932431
116520,1071,5,2.995732273553991
116530,2535,1,2.995732273553991
116540,2249,2,3.6888794541139363
116550,2534,1,4.605170185988092
116560,931,6,4.402645921876617
116570,2534,1,3.4011973816621555
116580,533,3,3.4011973816621555
116590,1920,1,3.4011973816621555
116600,1850,2,4.007333185232471
116610,387,8,4.700480365792417
116630,2533,2,3.6888794541139363
116640,2533,1,2.302585092994046
116650,1906,3,3.6018680771243066
116660,2533,1,3.6888794541139363
116680,1813,2,3.4011973816621555
116690,2529,1,2.302585092994046
116700,2192,2,2.5257286443082556
116710,2529,1,2.995732273553991
116720,91,11,3.642359438479043
116730,2065,2,3.6888794541139363
116740,601,3,3.4011973816621555
116750,2528,1,3.2188758248682006
116760,2058,2,3.2188758248682006
116780,2528,1,2.302585092994046
116790,2528,1,2.995732273553991
116800,2528,1,2.70805020110221
116810,92,7,3.912023005428146
116820,2527,1,2.4849066497880004
116830,2527,1,2.995732273553991
116840,2095,3,3.1498829533812494
116850,1,6,4.8283137373023015
116860,2526,1,2.995732273553991
116870,343,7,3.6888794541139363
116880,2526,1,2.70805020110221
116890,115,7,3.377099830083095
116920,653,2,2.995732273553991
116930,1401,2,3.2188758248682006
116940,1,6,3.6463198396951406
116950,2522,1,2.70805020110221
116960,2046,3,3.1498829533812494
116970,2522,1,3.6888794541139363
116980,2522,1,2.995732273553991
116990,1409,2,2.70805020110221
117000,46,7,4.373057964691121
117010,2173,2,2.995732273553991
117020,2522,1,3.4011973816621555
117030,2522,1,2.302585092994046
117060,1815,2,3.912023005428146
117070,2520,1,2.302585092994046
117080,1470,2,3.1135153092103742
117090,1,8,4.358310108056566
117100,2058,2,3.912023005428146
117120,1,7,3.912023005428146
117130,65,4,4.382026634673881
117140,2520,1,2.995732273553991
117150,2520,1,3.6888794541139363
117170,1,7,4.775515551735331
117190,619,1,4.605170185988092
117200,2515,1,3.4011973816621555
117210,343,5,3.1780538303479458
117220,2058,2,3.6888794541139363
117230,2205,2,3.8066624897703196
117240,2038,2,3.912023005428146
117250,2515,1,2.995732273553991
117260,2515,1,3.4011973816621555
117270,2515,1,2.995732273553991
117280,2515,1,3.4011973816621555
117290,289,3,2.995732273553991
117310,62,3,3.283414346005772
117320,2512,1,2.302585092994046
117330,731,4,2.9311937524164198
117340,2511,1,2.302585092994046
117350,2511,1,2.995732273553991
117360,2511,1,2.302585092994046
117380,2508,1,3.912023005428146
117390,2508,1,2.70805020110221
117400,2508,1,2.995732273553991
117410,2508,1,3.6888794541139363
117420,2508,1,2.70805020110221
117430,2053,2,2.8622008809294686
117440,2054,2,3.2188758248682006
117460,8,26,3.544298225302829
117470,2507,1,4.174387269895637
117480,2507,1,2.995732273553991
117490,50,8,4.442651256490317
117500,2507,1,3.4011973816621555
117520,2192,2,5.41610040220442
117530,2053,2,3.912023005428146
117540,2507,1,4.605170185988092
117550,15,7,3.4011973816621555
117560,2507,1,3.4011973816621555
117580,1955,2,2.8622008809294686
117590,2506,1,2.70805020110221
117600,2506,1,2.302585092994046
117610,2506,1,2.302585092994046
117620,1890,2,3.1135153092103742
117630,2505,1,2.70805020110221
117640,1462,2,3.3141860046725258
117650,2501,1,4.605170185988092
117660,2204,2,2.70805020110221
117670,2501,1,3.4011973816621555
117680,1100,2,4.007333185232471
117690,2501,1,2.302585092994046
117700,367,5,3.6375861597263857
117710,330,4,3.8607297110405954
117720,2501,1,3.6888794541139363
117730,618,4,4.248495242049359
117740,2284,2,2.995732273553991
117760,2263,2,3.5553480614894135
117780,2499,1,3.4011973816621555
117790,2499,1,2.995732273553991
117800,2499,1,2.995732273553991
117810,2135,2,2.995732273553991
117820,1710,2,2.995732273553991
117830,2011,2,2.995732273553991
117840,2498,1,3.4011973816621555
117850,2498,1,2.302585092994046
117860,2498,1,2.302585092994046
117870,2498,1,2.302585092994046
117880,2050,2,2.995732273553991
117890,1911,3,3.8430301339411947
117900,2053,2,2.302585092994046
117910,2498,1,3.2188758248682006
117920,2498,1,3.4011973816621555
117940,1561,4,3.960813169597578
117960,2494,1,2.302585092994046
117970,2494,1,2.995732273553991
117980,2494,1,2.995732273553991
118020,2492,1,2.302585092994046
118030,76,3,3.506557897319982
118050,1126,2,3.6888794541139363
118060,2492,1,2.70805020110221
118070,1843,2,2.8622008809294686
118080,63,7,3.0647251450409425
118090,2488,1,3.912023005428146
118110,5,4,4.7770204429147505
118130,462,3,2.5902671654458267
118140,2487,1,3.2188758248682006
118150,2487,1,2.995732273553991
118160,203,7,2.995732273553991
118170,2486,1,2.302585092994046
118180,601,4,3.4420193761824107
118190,2480,1,2.995732273553991
118200,295,7,3.1600353248452673
118210,2480,1,2.302585092994046
118220,2480,1,4.605170185988092
118240,470,8,3.1135153092103742
118250,2478,1,2.302585092994046
118270,2473,1,2.70805020110221
118280,1577,2,2.70805020110221
118310,287,4,3.6888794541139363
118340,1,8,3.912023005428146
118350,2331,1,2.70805020110221
118360,2466,1,3.912023005428146
118370,2065,2,3.3141860046725258
118380,2032,2,4.382026634673881
118390,2466,1,2.995732273553991
118400,13,7,3.4011973816621555
118410,1096,6,3.8430301339411947
118430,2464,1,3.6888794541139363
118440,2464,1,3.6888794541139363
118450,3,6,3.8066624897703196
118460,177,7,3.4011973816621555
118470,2464,1,2.995732273553991
118480,2464,1,3.912023005428146
118490,65,6,3.6888794541139363
118500,2053,2,2.302585092994046
118510,1344,10,3.9415818076696905
118520,1,9,4.605170185988092
118530,2463,1,2.995732273553991
118550,1526,14,3.3011139231051727
118560,1561,2,3.5553480614894135
118570,1730,2,3.4011973816621555
118580,2459,1,3.4011973816621555
118590,2459,1,3.6888794541139363
118600,1401,3,3.283414346005772
118610,2459,1,2.995732273553991
118620,2459,1,3.4011973816621555
118630,2459,1,3.4011973816621555
118640,2459,1,3.6888794541139363
118650,1036,3,3.7689221617874726
118660,2459,1,2.995732273553991
118670,1780,3,3.6888794541139363
118680,2459,1,3.912023005428146
118690,1736,2,2.833213344056216
118700,2054,2,2.995732273553991
118710,2459,1,3.5553480614894135
118730,2046,3,2.995732273553991
118740,1843,2,2.0149030205422647
118750,59,3,3.506557897319982
118760,15,8,2.9639835752394106
118770,2459,1,6.907755278982137
118790,2032,2,2.995732273553991
118800,2457,1,5.123963979403259
118810,2053,2,3.1135153092103742
118820,98,4,3.3141860046725258
118830,2457,1,4.382026634673881
118840,2457,1,3.6888794541139363
118850,2457,1,2.995732273553991
118860,2037,2,3.1135153092103742
118870,226,7,4.605170185988092
118880,2457,1,3.6888794541139363
118890,2457,1,4.605170185988092
118900,273,7,3.9262076404201025
118910,2058,2,2.70805020110221
118920,2457,1,2.302585092994046
118930,2457,1,3.6888794541139363
118940,1633,2,3.6888794541139363
118950,2457,1,3.6888794541139363
118960,1832,2,3.2188758248682006
118970,2457,1,3.6888794541139363
118980,2457,1,3.4011973816621555
119000,2452,1,2.302585092994046
119010,2452,1,2.995732273553991
119020,1724,2,2.995732273553991
119030,366,2,4.248495242049359
119040,2452,1,2.995732273553991
119050,2050,2,3.3141860046725258
119060,1104,2,2.302585092994046
119070,91,8,3.657130755799356
119080,2452,1,2.995732273553991
119100,2282,2,2.995732273553991
119110,2452,1,3.4011973816621555
119160,842,6,4.605170185988092
119170,2449,1,2.995732273553991
119180,330,7,4.757277964185549
119190,2449,1,3.2188758248682006
119200,2449,1,3.4011973816621555
119210,2449,1,2.995732273553991
119220,2449,1,3.6888794541139363
119230,119,11,2.8491287993621155
119250,2065,2,2.995732273553991
119260,731,5,3.332204510175204
119270,2449,1,2.995732273553991
119280,849,3,3.7689221617874726
119290,2449,1,2.995732273553991
119300,1848,2,3.3141860046725258
119310,232,6,4.75932086581535
119320,2449,1,3.6888794541139363
119330,576,7,2.882403588246988
119340,2449,1,2.995732273553991
119360,2449,1,3.4011973816621555
119370,1855,2,3.912023005428146
119380,436,2,3.6888794541139363
119390,283,3,4.339467020255086
119400,2206,2,4.605170185988092
119410,2449,1,3.4011973816621555
119420,2449,1,4.605170185988092
119430,301,38,2.6919564767879054
119440,1528,4,4.051784947803305
119450,2445,1,2.995732273553991
119460,2445,1,2.995732273553991
119470,2445,1,3.6888794541139363
119480,2445,1,2.995732273553991
119490,27,4,3.3141860046725258
119500,2445,1,4.605170185988092
119510,2445,1,3.912023005428146
119520,2445,1,3.4011973816621555
119530,2445,1,2.995732273553991
119540,422,2,4.212127597878484
119550,909,3,3.6018680771243066
119560,731,6,3.2188758248682006
119570,1710,2,3.6888794541139363
119580,2445,1,3.6888794541139363
119590,1962,2,4.605170185988092
119600,2444,1,3.6888794541139363
119610,283,3,3.4011973816621555
119620,2444,1,3.6888794541139363
119630,2444,1,3.6888794541139363
119640,2047,2,2.70805020110221
119650,2032,2,3.5553480614894135
119660,1842,2,6.214608098422191
119670,1834,1,4.0943445622221
119680,1722,2,2.8622008809294686
119690,1500,4,3.4011973816621555
119710,2249,3,3.283414346005772
119720,2156,2,3.6888794541139363
119730,2443,1,3.912023005428146
119740,2443,1,2.302585092994046
119750,2443,1,2.995732273553991
119760,2443,1,2.70805020110221
119770,637,5,4.060443010546419
119780,2443,1,3.6888794541139363
119790,2443,1,3.912023005428146
119820,2086,2,3.912023005428146
119840,2443,1,3.912023005428146
119860,2438,1,3.6888794541139363
119870,1675,2,3.4011973816621555
119880,1640,1,5.0106352940962555
119890,71,2,3.8066624897703196
119910,2194,1,3.4011973816621555
119930,2435,1,2.302585092994046
119940,2435,1,2.995732273553991
119950,2435,1,2.995732273553991
119960,2435,1,3.6888794541139363
119970,1827,2,3.5553480614894135
119980,2249,2,2.995732273553991
119990,1268,3,4.5712686343124105
120000,15,11,3.488208758651785
120020,2435,1,2.995732273553991
120030,2435,1,2.995732273553991
120040,1097,4,3.5553480614894135
120050,2435,1,2.995732273553991
120060,2435,1,2.995732273553991
120070,1373,1,2.995732273553991
120080,1862,2,2.8622008809294686
120090,2403,2,3.6888794541139363
120100,2435,1,2.995732273553991
120110,1736,2,3.2188758248682006
120120,30,5,4.465908118654584
120130,1183,3,3.7689221617874726
120140,2435,1,2.302585092994046
120160,2046,2,2.302585092994046
120170,2435,1,2.995732273553991
120180,2435,1,4.605170185988092
120190,2435,1,2.995732273553991
120200,2431,1,3.6888794541139363
120210,2431,1,3.4011973816621555
120220,2431,1,3.4011973816621555
120230,2431,1,3.6888794541139363
120240,2431,1,3.6888794541139363
120250,2233,2,3.5553480614894135
120260,63,12,3.2020687065518194
120270,1941,2,2.995732273553991
120280,2431,1,2.995732273553991
120290,2430,1,2.995732273553991
120300,2079,2,4.677490847567717
120310,2430,1,3.912023005428146
120320,2430,2,3.6888794541139363
120330,1190,6,5.115995809754082
120340,2430,1,3.4011973816621555
120350,2428,1,3.4011973816621555
120360,2428,1,3.4011973816621555
120370,1409,2,2.5257286443082556
120380,31,7,4.106179019869104
120390,2428,1,2.995732273553991
120400,1743,3,2.70805020110221
120410,731,4,3.71965111278069
120420,2428,1,2.995732273553991
120430,1730,2,2.302585092994046
120440,2079,2,2.70805020110221
120450,409,4,3.6888794541139363
120460,2428,1,2.70805020110221
120470,1,4,3.2188758248682006
120480,2424,1,2.302585092994046
120490,1401,2,3.4011973816621555
120520,2424,1,2.302585092994046
120530,2422,1,2.995732273553991
120540,1037,3,4.814890716970161
120550,2422,1,2.995732273553991
120560,1864,2,2.70805020110221
120570,2422,1,2.995732273553991
120580,2422,1,2.995732273553991
120600,2194,2,2.995732273553991
120610,2417,1,3.4011973816621555
120620,798,5,3.784189633918261
120630,248,6,4.212127597878484
120640,2417,1,2.995732273553991
120650,2417,1,2.995732273553991
120670,2417,1,3.6888794541139363
120680,1717,3,2.456735772821304
120690,1871,2,2.8622008809294686
120700,2417,1,2.70805020110221
120710,296,3,3.6018680771243066
120720,2417,1,2.995732273553991
120730,2417,1,3.4011973816621555
120760,2416,1,2.995732273553991
120770,2416,1,2.302585092994046
120780,2416,1,3.912023005428146
120790,1107,6,3.4011973816621555
120800,2416,1,3.912023005428146
120810,2416,1,3.4011973816621555
120820,2416,1,3.912023005428146
120830,267,4,3.4011973816621555
120850,2415,1,2.995732273553991
120860,56,7,3.5305534028761976
120870,1850,2,3.2188758248682006
120880,1387,2,3.4011973816621555
120890,2415,1,2.995732273553991
120910,2410,1,2.302585092994046
120920,2085,2,3.4011973816621555
120930,1336,2,2.302585092994046
120940,2410,1,2.302585092994046
120950,1722,3,4.941642422609304
120960,2410,1,3.6888794541139363
120970,2410,1,3.6888794541139363
120980,2410,1,3.6888794541139363
120990,286,3,3.283414346005772
121000,2410,1,3.6888794541139363
121010,2410,1,3.2188758248682006
121030,2410,1,3.6888794541139363
121040,2410,1,2.70805020110221
121050,2410,1,2.70805020110221
121060,583,3,3.283414346005772
121070,1514,3,3.7297014486341915
121100,2408,1,3.4011973816621555
121110,280,14,4.434212387844452
121120,344,7,3.247046701834897
121130,30,3,4.637960008811082
121140,2135,2,3.6888794541139363
121150,1476,2,2.302585092994046
121160,9,9,3.1498829533812494
121180,1470,4,3.960813169597578
121190,2408,1,3.4011973816621555
121200,79,7,4.971795460779992
121210,55,6,4.248495242049359
121220,1192,5,3.6375861597263857
121230,1462,3,3.8430301339411947
121240,1875,2,3.6888794541139363
121250,2408,1,2.995732273553991
121260,612,5,3.091042453358316
121270,1,8,3.9488369785508626
121280,2158,2,2.8622008809294686
121290,2192,2,3.4011973816621555
121310,2372,2,3.4011973816621555
121320,196,7,4.163337433709052
121340,1750,2,3.1135153092103742
121350,2408,1,4.605170185988092
121360,108,10,4.882801922586371
121370,1827,2,3.1135153092103742
121390,1640,4,4.114963849424837
121400,856,5,4.0943445622221
121410,2407,1,3.4011973816621555
121420,2,7,3.912023005428146
121430,104,7,3.4011973816621555
121440,209,3,3.4011973816621555
121450,1071,4,4.605170185988092
121460,1897,3,3.6018680771243066
121470,79,10,4.774068722449905
121480,1029,2,3.624340932976365
121490,825,3,4.199705077879927
121500,1401,2,3.2188758248682006
121510,2407,1,4.0943445622221
121520,2407,1,4.0943445622221
121530,1177,6,3.373026504695459
121540,2407,1,2.995732273553991
121550,2407,1,3.912023005428146
121560,8,4,4.212127597878484
121570,1533,3,3.7689221617874726
121580,269,2,3.912023005428146
121600,1498,5,2.4849066497880004
121610,2407,1,2.70805020110221
121720,2403,1,4.787491742782046
121730,2403,1,3.4011973816621555
121740,1743,2,4.007333185232471
121750,2403,1,2.302585092994046
121760,3,5,3.1780538303479458
121770,2046,2,4.007333185232471
121790,1120,5,3.912023005428146
121800,2403,1,2.302585092994046
121810,2403,1,2.995732273553991
121820,2403,1,3.6888794541139363
121830,2192,2,3.8066624897703196
121840,2403,1,3.4011973816621555
121850,2207,2,2.302585092994046
121860,1149,4,3.624340932976365
121870,1556,4,4.8283137373023015
121880,203,6,2.70805020110221
121890,2403,1,3.4011973816621555
121910,2403,1,3.4011973816621555
121920,1289,2,4.0943445622221
121930,1687,2,3.6888794541139363
121940,2282,2,4.700480365792417
121950,1842,2,3.4011973816621555
121960,330,6,3.3440389678222067
121970,2403,1,2.995732273553991
121980,2403,1,2.302585092994046
122000,1675,2,5.075173815233827
122010,2403,1,2.70805020110221
122020,2403,1,2.995732273553991
122030,2282,2,3.6888794541139363
122070,2095,2,3.912023005428146
122080,437,4,3.960813169597578
122090,1638,2,3.4011973816621555
122100,276,5,4.477336814478207
122110,1875,2,2.70805020110221
122120,2401,1,3.4011973816621555
122130,2401,1,2.70805020110221
122140,64,6,3.506557897319982
122150,2401,1,2.302585092994046
122160,2,11,3.95647476799898
122170,97,6,3.0757749812275277
122180,2401,1,3.6888794541139363
122190,1373,2,3.912023005428146
122200,378,3,4.422848629194137
122210,2205,2,3.4011973816621555
122220,2401,1,3.4011973816621555
122230,2401,1,2.995732273553991
122240,2401,1,3.912023005428146
122250,2194,2,2.70805020110221
122260,322,3,2.8134107167600364
122320,1871,2,4.135166556742356
122330,101,5,3.58351893845611
122340,1703,2,3.4011973816621555
122350,1077,4,4.051784947803305
122360,143,12,3.667826044916104
122370,2397,1,3.4011973816621555
122380,2397,1,3.2188758248682006
122390,2149,2,3.2188758248682006
122400,22,6,4.75932086581535
122410,1710,1,3.912023005428146
122440,223,4,4.605170185988092
122450,1514,3,3.2188758248682006
122460,2394,1,4.605170185988092
122470,8,7,4.531062213834369
122490,2394,1,3.2188758248682006
122500,1303,5,3.2188758248682006
122530,731,7,3.868220382769753
122540,1815,2,4.382026634673881
122550,23,14,3.377099830083095
122560,168,4,3.960813169597578
122570,1401,2,3.6888794541139363
122580,2394,1,3.6888794541139363
122590,2247,2,2.995732273553991
122610,1897,2,2.995732273553991
122620,2393,1,3.4011973816621555
122630,2393,1,2.70805020110221
122640,1582,2,3.3141860046725258
122650,226,8,3.3586377672433594
122660,2393,1,2.302585092994046
122670,2393,1,3.6888794541139363
122680,2192,2,2.995732273553991
122690,276,7,3.492169159867882
122700,1647,5,2.995732273553991
122710,427,2,3.624340932976365
122720,1055,5,4.1588830833596715
122730,77,2,4.499809670330265
122740,1680,3,2.995732273553991
122750,2389,1,3.6888794541139363
122760,2389,1,2.995732273553991
122770,2389,1,3.6888794541139363
122780,2389,1,2.995732273553991
122790,2389,1,3.912023005428146
122800,97,7,3.575550768806933
122810,2389,1,2.995732273553991
122820,2389,1,3.6888794541139363
122830,2389,1,3.2188758248682006
122840,13,7,3.3524072174927233
122860,237,7,3.7578723256008875
122870,742,2,4.051784947803305
122900,941,8,2.6210388241125804
122910,2179,2,3.4011973816621555
122920,22,7,4.106179019869104
122940,2387,1,2.302585092994046
122950,909,3,1.6094379124341003
122960,1504,2,4.605170185988092
122970,2387,1,2.995732273553991
122980,1850,3,3.912023005428146
122990,322,3,2.995732273553991
123000,2387,1,2.995732273553991
123010,2387,1,3.6888794541139363
123020,2074,2,3.2188758248682006
123030,2387,1,3.2188758248682006
123040,328,8,2.8622008809294686
123050,2387,1,3.6888794541139363
123060,6,13,3.4139364074395853
123070,2387,1,3.2188758248682006
123090,2382,1,2.995732273553991
123100,1696,3,3.0757749812275277
123110,2382,1,2.995732273553991
123120,1380,2,3.2188758248682006
123130,1378,3,3.2188758248682006
123140,1857,2,3.6888794541139363
123150,2382,1,2.995732273553991
123160,2382,1,2.70805020110221
123170,793,3,3.3440389678222067
123180,1988,2,3.4011973816621555
123190,1387,2,3.4011973816621555
123200,168,3,3.0122615755052013
123210,2382,1,3.4011973816621555
123220,2382,2,4.359908829420263
123230,2382,1,5.634789603169249
123240,1476,3,4.148411783492376
123250,2194,2,2.5257286443082556
123260,2380,1,3.2188758248682006
123270,237,4,3.3141860046725258
123290,1540,3,3.5553480614894135
123300,2380,1,3.6888794541139363
123310,2380,1,3.4011973816621555
123320,623,2,3.624340932976365
123330,9,7,3.492169159867882
123340,44,3,3.6018680771243066
123350,2380,1,2.995732273553991
123360,2380,1,4.605170185988092
123370,2380,1,3.912023005428146
123380,931,6,2.995732273553991
123390,2380,1,4.605170185988092
123400,1883,2,2.70805020110221
123410,2380,1,4.605170185988092
123420,2380,1,3.6888794541139363
123430,2380,1,3.2188758248682006
123450,2380,1,2.70805020110221
123480,211,7,7.213136928533319
123490,1988,2,3.912023005428146
123500,1610,2,5.372960909543803
123510,2375,1,2.302585092994046
123520,2375,1,3.912023005428146
123530,2375,1,2.995732273553991
123540,98,10,3.8066624897703196
123550,1535,2,3.6888794541139363
123560,2375,1,3.4011973816621555
123570,37,7,4.07024701064304
123580,37,8,4.993828175779875
123590,2375,1,2.995732273553991
